"acousticness","danceability","duration_ms","energy","genre","instrumentalness","key","liveness","loudness","mode","song_name","speechiness","tempo","time_signature","valence"
0.715,0.619,469831,0.532,"Hiphop",1.33e-05,5,0.0953,-9.554,1,"Amphetamine",0.515,120.019,4,0.401
0.0537,0.715,192027,0.685,"Hiphop",0,8,0.101,-7.706,1,"Funkdafied",0.356,169.818,4,0.617
0.0711,0.753,193093,0.594,"Hiphop",0,1,0.391,-9.486,0,"Dapper (feat. Anderson .Paak)",0.0816,112.568,4,0.562
0.225,0.477,213993,0.61,"Hiphop",0,11,0.107,-5.628,0,"Trip",0.144,159.764,4,0.358
0.00996,0.394,260987,0.661,"Hiphop",0,4,0.343,-8.684,1,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",0.192,149.818,4,0.335
0.00402,0.766,213787,0.851,"Hiphop",0.000744,5,0.256,-4.831,1,"She Wants To Move",0.0786,115.012,4,0.8
0.0264,0.833,235067,0.568,"Hiphop",0,7,0.11,-4.312,1,"Locked Up",0.0847,179.916,4,0.368
0.347,0.732,153120,0.473,"Hiphop",0,1,0.366,-7.197,1,"Wool (feat. Vince Staples)",0.271,95.622,4,0.394
0.0373,0.866,247067,0.454,"Hiphop",1.49e-06,0,0.275,-9.383,1,"I Wanna Love You",0.0414,199.97,4,0.368
0.244,0.731,232027,0.781,"Hiphop",0,5,0.253,-5.536,1,"Got What You Need",0.268,199.176,4,0.749
0.0058,0.776,261733,0.568,"Hiphop",5.2e-06,7,0.721,-5.273,1,"Mad Scientist",0.22,172.154,4,0.492
0.0657,0.769,256680,0.577,"Hiphop",4.04e-06,2,0.0577,-7.48,1,"Murder One (feat. BG Knockout & Mc Eiht)",0.0454,153.824,4,0.359
0.0574,0.715,240707,0.841,"Hiphop",0,6,0.305,-5.294,1,"Assassination",0.28,183.728,4,0.84
0.00214,0.583,112520,0.573,"Hiphop",0,2,0.152,-7.396,1,"yesterday",0.0348,175.844,4,0.129
0.136,0.77,213348,0.752,"Hiphop",9.33e-06,1,0.106,-6.468,1,"Damage",0.15,113.203,4,0.577
0.0618,0.761,282107,0.653,"Hiphop",0,1,0.326,-6.577,1,"Mesmerize",0.182,180.098,4,0.376
0.907,0.681,203940,0.635,"Hiphop",0.0843,7,0.157,-9.491,1,"Millennium Freestyle",0.262,139.998,4,0.225
0.403,0.712,363521,0.838,"Hiphop",0,7,0.809,-2.679,1,"Rap God",0.313,148.138,4,0.607
0.401,0.729,197001,0.504,"Hiphop",1.44e-06,8,0.121,-6.784,0,"Cudi Montage",0.0321,110.011,4,0.305
0.304,0.897,187105,0.743,"Hiphop",4.44e-05,10,0.137,-5.446,0,"Babushka Boi",0.222,134.979,4,0.905
0.109,0.522,328347,0.483,"Hiphop",0,5,0.116,-7.622,0,"Camera (feat. 1st FKI, Lil Uzi Vert, Mac Miller, and Post Malone)",0.303,200.264,4,0.304
0.25,0.748,273120,0.569,"Hiphop",0,6,0.167,-8.917,0,"Black Jeep",0.205,141.006,4,0.412
0.339,0.548,194739,0.829,"Hiphop",0,1,0.537,-4.103,0,"Paper Trail$",0.285,187.24,4,0.452
0.505,0.559,185062,0.674,"Hiphop",0,3,0.133,-7.858,0,"Pink Cocaine",0.331,174.234,4,0.827
0.151,0.729,259307,0.442,"Hiphop",0,11,0.189,-8.106,0,"You Got Me",0.285,162.058,4,0.757
0.0207,0.802,222640,0.866,"Hiphop",0,1,0.185,-3.619,1,"Wanksta - From ""8 Mile"" Soundtrack",0.163,162.014,4,0.924
0.354,0.547,225347,0.759,"Hiphop",2.15e-05,1,0.676,-7.039,0,"November",0.413,183.7,4,0.575
0.025,0.825,299960,0.575,"Hiphop",9.94e-06,11,0.205,-4.87,1,"Collard Greens",0.0633,153.954,4,0.65
0.139,0.535,121887,0.427,"Hiphop",0.00129,10,0.11,-9.658,0,"",0.0512,173.597,3,0.195
0.227,0.48,227467,0.776,"Hiphop",0.0265,5,0.196,-8.666,0,"Awkward",0.305,153.78,4,0.663
0.348,0.794,268487,0.613,"Hiphop",0,3,0.0579,-5.623,0,"No Romeo No Juliet",0.336,120.023,4,0.443
0.126,0.758,202801,0.813,"Hiphop",0,7,0.155,-4.08,1,"Watch Me",0.118,164.962,4,0.331
0.0159,0.704,167506,0.543,"Hiphop",0,6,0.0961,-14.042,0,"Emmanuel",0.72,202.066,5,0.206
0.0172,0.797,146520,0.533,"Hiphop",0.000152,0,0.103,-9.74,0,"Fuck Love (feat. Trippie Redd)",0.0412,131.036,4,0.329
0.883,0.517,194725,0.476,"Hiphop",1.03e-06,7,0.123,-7.454,1,"Doin' Me",0.0639,130.771,3,0.123
0.125,0.813,224533,0.703,"Hiphop",1.26e-06,11,0.237,-5.077,0,"Survival of the Fittest",0.268,189.656,4,0.241
0.0193,0.859,345717,0.75,"Hiphop",0,8,0.0538,-8.325,0,"Fuck Tha Police",0.303,197.382,4,0.857
0.0298,0.563,235652,0.414,"Hiphop",0,0,0.0854,-11.409,1,"MY PYT",0.37,193.549,4,0.446
0.127,0.643,254653,0.73,"Hiphop",0,11,0.217,-7.437,0,"Slow Loud & Bangin",0.313,131.895,4,0.276
0.399,0.561,337760,0.774,"Hiphop",1.84e-06,1,0.189,-3.144,0,"Renegade",0.447,155.242,1,0.82
0.0304,0.803,106021,0.789,"Hiphop",0,10,0.378,-3.434,0,"Boss",0.0383,119.999,4,0.647
0.139,0.261,284493,0.852,"Hiphop",4.26e-05,9,0.477,-4.965,1,"4:44",0.158,177.997,4,0.431
0.536,0.568,415613,0.42,"Hiphop",0.124,7,0.101,-11.169,0,"Girl (feat. KAYTRANADA)",0.276,159.78,4,0.453
0.000213,0.837,230133,0.658,"Hiphop",0.122,1,0.243,-8.013,0,"Play",0.126,190.054,4,0.586
0.257,0.733,295293,0.734,"Hiphop",0,1,0.0998,-6.742,1,"What You Gonna Do?",0.322,165.338,4,0.564
0.386,0.885,234627,0.608,"Hiphop",0.0118,11,0.319,-10.809,1,"Excursions",0.169,191.496,4,0.707
0.0375,0.949,285093,0.662,"Hiphop",0,5,0.0558,-4.239,0,"The Real Slim Shady",0.068,104.493,4,0.759
0.00513,0.834,312820,0.73,"Hiphop",0,8,0.124,-3.714,1,"SICKO MODE",0.222,155.008,4,0.446
0.0248,0.838,211893,0.713,"Hiphop",2.05e-06,11,0.121,-7.062,0,"I'm Shady",0.254,185.808,4,0.709
0.79,0.559,320720,0.578,"Hiphop",0.000522,8,0.324,-9.54,1,"Boredom (feat. Rex Orange County & Anna of the North)",0.151,159.876,4,0.239
0.0558,0.744,242027,0.752,"Hiphop",0,2,0.036,-5.908,1,"One Life One Love",0.271,179.84,4,0.451
0.0369,0.781,151250,0.539,"Hiphop",0,10,0.171,-7.925,1,"Mary J",0.0974,192.038,4,0.754
0.117,0.584,354853,0.821,"Hiphop",3.1e-06,1,0.335,-5.825,1,"Break The Bank",0.0705,159.714,4,0.422
0.538,0.661,147548,0.665,"Hiphop",0,4,0.0981,-6.356,0,"Up Up And Away",0.053,150.118,4,0.486
0.523,0.848,255413,0.663,"Hiphop",0,8,0.108,-5.606,0,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",0.245,133.993,4,0.333
0.00107,0.639,227520,0.912,"Hiphop",0,1,0.097,-2.621,1,"Bad Girls",0.0615,143.448,4,0.343
0.0718,0.824,188600,0.584,"Hiphop",0,10,0.106,-7.098,0,"44 More",0.221,139.965,4,0.219
0.312,0.709,331693,0.503,"Hiphop",0,7,0.21,-5.762,1,"I Said Me",0.538,175.346,4,0.26
0.303,0.654,723573,0.753,"Hiphop",8.08e-05,11,0.13,-7.556,0,"Sing About Me, I'm Dying Of Thirst",0.395,110.722,5,0.371
0.112,0.842,264400,0.609,"Hiphop",1.43e-06,11,0.0435,-5.379,1,"Body Ah",0.139,190.448,4,0.818
0.0137,0.612,136093,0.659,"Hiphop",0,6,0.417,-6.995,0,"Da Rockwilder",0.406,198.274,4,0.393
0.0148,0.883,319360,0.465,"Hiphop",0,11,0.175,-13.766,1,"Don't Believe The Hype",0.367,196.862,4,0.856
0.857,0.528,91800,0.325,"Hiphop",0.0145,2,0.114,-12.501,1,"UGLY",0.0293,167.302,4,0.0412
0.0061,0.799,161440,0.756,"Hiphop",0.643,1,0.172,-7.752,1,"Hits from the Bong",0.187,184.366,4,0.498
0.0598,0.706,146923,0.637,"Hiphop",0,8,0.164,-7.284,0,"Missing My Idols",0.37,171.638,4,0.528
0.507,0.686,170277,0.8,"Hiphop",0.000549,1,0.286,-7.279,1,"First Person",0.216,192.96,4,0.467
0.0369,0.54,158126,0.734,"Hiphop",0,4,0.131,-3.553,0,"Dreamin'",0.292,169.068,4,0.227
0.0376,0.451,131213,0.924,"Hiphop",0,10,0.533,-6.162,0,"Hollywood Hoes",0.229,189.958,4,0.329
0.0153,0.772,228961,0.858,"Hiphop",0,8,0.154,-3.565,1,"Not Letting Go (feat. Jess Glynne)",0.127,203.956,4,0.51
0.59,0.685,235861,0.527,"Hiphop",3.65e-06,0,0.301,-12.214,1,"Stoner's Anthem",0.216,185.398,4,0.486
0.0471,0.926,201240,0.68,"Hiphop",0.000125,2,0.119,-7.689,1,"U Say (feat. Tyler, The Creator & Jay Prince)",0.196,114.981,4,0.458
0.325,0.793,180707,0.312,"Hiphop",0.00324,3,0.111,-12.01,0,"777",0.0602,169.94,4,0.525
0.00557,0.774,219267,0.485,"Hiphop",2.31e-06,1,0.107,-10.955,1,"Hood Took Me Under",0.319,156.001,4,0.392
0.00588,0.841,253237,0.572,"Hiphop",6e-04,8,0.21,-12.087,0,"High Plains Drifter",0.231,152.391,4,0.656
0.0766,0.75,258373,0.558,"Hiphop",2.13e-05,6,0.371,-8.628,0,"Grooveline Pt. 2",0.203,140.146,4,0.411
0.73,0.716,200307,0.91,"Hiphop",0,1,0.212,-4.334,0,"Better Days",0.215,180.002,4,0.6
0.0275,0.67,233467,0.496,"Hiphop",0,5,0.104,-14.029,0,"Brenda's Got A Baby",0.0907,166.758,4,0.713
0.000362,0.859,252520,0.599,"Hiphop",8.2e-06,9,0.13,-5.254,1,"23",0.0614,140.005,4,0.319
0.113,0.808,166400,0.617,"Hiphop",0,10,0.734,-9.32,0,"Nuketown (feat. Juice WRLD)",0.442,149.962,4,0.632
0.397,0.708,363521,0.843,"Hiphop",0,7,0.799,-2.66,1,"Rap God",0.314,148.14,4,0.625
0.0572,0.844,222573,0.488,"Hiphop",0,4,0.209,-7.834,0,"• TEMPTED",0.255,204.022,4,0.298
0.015,0.855,178600,0.614,"Hiphop",0,11,0.307,-8.984,0,"I'll Be",0.41,105.986,4,0.495
0.0349,0.823,284387,0.733,"Hiphop",0,1,0.324,-5.474,1,"I Don't Fuck With You",0.0628,195.944,4,0.397
0.32,0.754,265693,0.763,"Hiphop",0,1,0.143,-6.57,1,"Do Ya Thing (feat. Young Dro)",0.295,159.963,3,0.704
7.44e-05,0.476,111491,0.825,"Hiphop",6.51e-05,6,0.115,-3.941,1,"Filth",0.0379,168.298,3,0.43
0.00865,0.571,221227,0.739,"Hiphop",5.21e-06,7,0.158,-6.11,1,"Through The Wire",0.247,166.178,4,0.66
0.119,0.522,299507,0.932,"Hiphop",0,11,0.177,-2.87,1,"No Love",0.255,129.473,4,0.33
0.0705,0.684,177691,0.657,"Hiphop",0.695,1,0.369,-9.838,0,"Marijuana",0.196,173.934,4,0.415
0.28,0.551,271184,0.57,"Hiphop",0,1,0.424,-7.385,0,"Losses",0.351,171.374,4,0.505
0.253,0.811,251250,0.57,"Hiphop",0,5,0.148,-8.093,1,"1999 WILDFIRE",0.129,128.066,4,0.814
0.414,0.549,297279,0.61,"Hiphop",0,0,0.222,-7.734,0,"Keep on Slippin (feat. Vic Mensa)",0.366,148.302,4,0.467
0.296,0.814,211840,0.663,"Hiphop",3.39e-06,1,0.16,-7.446,1,"Verbal Intercourse (feat. Ghostface Killah & Nas)",0.355,186.028,4,0.52
0.0279,0.894,336917,0.698,"Hiphop",3.56e-06,6,0.329,-8.264,0,"Gangsta Gangsta",0.275,196.208,4,0.695
0.367,0.751,213760,0.84,"Hiphop",0,6,0.0916,-4.855,1,"Stand Up",0.349,198.114,4,0.801
0.0926,0.512,254666,0.807,"Hiphop",0,9,0.682,-4.629,1,"GAZZILLION EAR",0.324,191.542,4,0.497
0.0234,0.772,265200,0.586,"Hiphop",0.000722,10,0.0562,-10.434,0,"Elevators (Me & You)",0.301,170.136,4,0.643
0.207,0.886,308733,0.512,"Hiphop",0,10,0.0991,-11.825,0,"Mind Playing Tricks on Me",0.237,187.994,4,0.454
7.84e-05,0.858,152373,0.741,"Hiphop",0.000261,0,0.186,-8.287,1,"Niggas Got Me Fucked Up",0.0753,151.071,4,0.862
0.0779,0.741,239987,0.478,"Hiphop",0,9,0.15,-7.06,1,"They Don't Know",0.0359,194.074,4,0.479
0.0483,0.752,199333,0.782,"Hiphop",0,4,0.34,-5.147,0,"Guilty Conscience",0.288,181.708,4,0.487
0.0591,0.964,290280,0.889,"Hiphop",0,11,0.166,-5.169,1,"It's Like That",0.147,121.144,4,0.552
0.0249,0.868,180667,0.623,"Hiphop",0,2,0.125,-8.595,1,"6 God",0.101,105.446,4,0.498
0.118,0.628,249288,0.629,"Hiphop",0,6,0.102,-4.829,0,"So High (feat. Ghost Loft)",0.0485,157.99,4,0.3
0.117,0.497,116733,0.913,"Hiphop",0,11,0.344,-5.585,0,"Sniper Elite",0.427,181.352,4,0.574
0.337,0.706,205093,0.485,"Hiphop",0,8,0.122,-9.671,1,"Who Dat Boy (feat. A$AP Rocky)",0.331,115.414,4,0.144
0.399,0.86,303027,0.687,"Hiphop",0,9,0.67,-7.203,0,"Area Codes",0.433,201.868,4,0.622
0.115,0.755,221400,0.459,"Hiphop",0,5,0.0851,-12.84,0,"They Want EFX",0.358,196.908,4,0.597
0.462,0.708,262067,0.504,"Hiphop",0,7,0.131,-5.299,1,"Thicker Than Water",0.43,161.562,4,0.416
0.0103,0.763,292800,0.72,"Hiphop",0,10,0.0517,-5.308,0,"Gold Rush",0.0728,182.07,4,0.766
0.0827,0.924,222293,0.74,"Hiphop",0,8,0.163,-1.299,1,"Forgot About Dre",0.0774,133.974,4,0.621
0.0545,0.806,254027,0.613,"Hiphop",0,9,0.129,-11.08,0,"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)",0.372,182.994,4,0.688
0.509,0.576,283000,0.558,"Hiphop",2.07e-05,7,0.158,-7.713,0,"TONYA",0.312,160.386,4,0.0395
0.047,0.633,263067,0.782,"Hiphop",0,10,0.172,-4.693,0,"LA",0.276,166.628,4,0.554
0.366,0.592,213851,0.693,"Hiphop",0,1,0.0807,-6.918,1,"Make the Most (feat. H.E.R.)",0.359,156.246,4,0.837
0.14,0.844,222373,0.847,"Hiphop",0,1,0.103,-3.652,1,"Shot Down",0.449,182.88,4,0.663
0.0311,0.885,195992,0.543,"Hiphop",0,2,0.154,-6.338,1,"Dip (feat. Nicki Minaj)",0.2,198.052,4,0.43
0.0475,0.606,228147,0.503,"Hiphop",0,7,0.116,-6.678,0,"GOT IT GOOD",0.155,160.08,4,0.31
0.55,0.423,112067,0.59,"Hiphop",4.22e-05,9,0.306,-7.37,0,"Huey",0.156,152.07,4,0.387
0.626,0.739,322160,0.491,"Hiphop",0,1,0.126,-9.726,0,"From Time",0.413,188.782,4,0.448
0.274,0.562,176591,0.579,"Hiphop",0,10,0.102,-6.788,0,"infinity (888) - feat. Joey Bada$$",0.484,168.286,4,0.577
0.18,0.868,171950,0.496,"Hiphop",0,1,0.143,-6.885,1,"Don't Be Mad At Me - Remix",0.217,200.094,4,0.212
0.000107,0.693,278453,0.729,"Hiphop",1.9e-05,4,0.119,-8.281,0,"Girl",0.0347,167.978,4,0.614
0.0394,0.916,312627,0.844,"Hiphop",0,7,0.0778,-3.967,1,"Hit 'Em Up - Single Version",0.236,190.38,4,0.586
0.906,0.477,251034,0.328,"Hiphop",7.36e-06,4,0.262,-8.458,1,"Lucky",0.0658,174.143,4,0.283
0.00669,0.712,261600,0.908,"Hiphop",0.0373,4,0.0938,-6.898,1,"Don't Sweat The Technique",0.146,105.893,4,0.777
0.00958,0.459,258937,0.889,"Hiphop",0,6,0.0376,-2.948,0,"Hustle",0.232,169.884,4,0.574
0.0705,0.782,273864,0.649,"Hiphop",1.42e-06,11,0.169,-9.23,0,"Lord Vader Kush II",0.0541,123.981,4,0.0829
0.000917,0.722,338187,0.639,"Hiphop",2.79e-05,2,0.352,-6.959,1,"Triumph",0.373,181.944,4,0.324
0.45,0.599,260612,0.451,"Hiphop",0,4,0.38,-11.657,0,"North Pole",0.382,153.568,4,0.492
0.141,0.829,261173,0.821,"Hiphop",0,9,0.585,-6.184,1,"Who Ride Wit Us",0.367,104.966,4,0.602
0.097,0.556,412970,0.747,"Hiphop",2.14e-06,9,0.343,-4.881,0,"Drugs",0.0464,185.582,4,0.145
0.0143,0.767,301893,0.776,"Hiphop",0,2,0.326,-8.915,1,"It Takes Two",0.144,111.686,4,0.608
0.0546,0.598,175721,0.427,"Hiphop",5.83e-06,7,0.21,-8.764,0,"HIGHEST IN THE ROOM",0.0317,152.938,4,0.0605
0.883,0.61,109986,0.258,"Hiphop",0.0145,0,0.103,-12.758,1,"ALONE, PART 3",0.0331,127.08,4,0.164
0.206,0.926,236587,0.444,"Hiphop",0,1,0.124,-9.024,1,"Far Gone (feat. Lil Baby)",0.254,140.085,4,0.389
0.0273,0.587,241682,0.648,"Hiphop",2.01e-05,1,0.0683,-7.494,1,"NEVER",0.32,103.283,4,0.224
0.114,0.761,258880,0.696,"Hiphop",0,11,0.559,-5.811,0,"Young N***a Living (feat. A$AP Ferg, A$AP Ant & A$AP Twelvyy)",0.241,114.957,4,0.272
0.0409,0.835,276533,0.634,"Hiphop",0.000108,7,0.0918,-9.534,1,"Typical American",0.242,191.676,4,0.375
0.0166,0.917,213591,0.499,"Hiphop",0,2,0.254,-8.596,1,"County Jail",0.267,194.974,4,0.397
0.479,0.633,295693,0.596,"Hiphop",3.61e-05,0,0.307,-8.894,1,"Pursuit Of Happiness (Nightmare)",0.0389,115.309,4,0.269
0.638,0.771,169050,0.579,"Hiphop",0,1,0.141,-8.318,0,"Diamonds",0.226,115.051,4,0.196
0.039,0.758,267933,0.957,"Hiphop",0,7,0.133,-2.282,1,"The Seed (2.0)",0.0357,111.119,4,0.966
0.0128,0.571,145633,0.58,"Hiphop",0,5,0.108,-5.973,1,"Us",0.0379,149.127,4,0.0607
0.000364,0.627,284427,0.701,"Hiphop",5.34e-05,4,0.358,-9.877,0,"Back In The Day",0.108,178.253,4,0.585
0.35,0.918,116710,0.684,"Hiphop",3.16e-06,11,0.0907,-9.208,0,"Amen",0.285,140.077,4,0.774
0.331,0.782,268933,0.436,"Hiphop",1.3e-05,2,0.342,-7.033,1,"Ghostface Killers",0.155,165.988,4,0.243
0.417,0.798,270800,0.624,"Hiphop",1.01e-05,7,0.34,-7.249,1,"Liquid Swords",0.391,178.04,4,0.347
0.255,0.659,209667,0.741,"Hiphop",0,1,0.425,-4.553,0,"They Roll (feat. the Game)",0.21,174.1,4,0.427
0.178,0.774,311533,0.776,"Hiphop",0,6,0.283,-5.331,1,"I Love The Dough (feat. Jay-Z & Angela Winbush) - 2014 Remaster",0.304,198.142,4,0.654
0.248,0.81,137107,0.585,"Hiphop",0.0115,9,0.0959,-7.037,0,"Wassup Bro!",0.288,139.968,4,0.281
0.018,0.82,237133,0.631,"Hiphop",0,10,0.376,-7.563,0,"Big Pimpin'",0.23,187.294,4,0.53
0.3,0.673,51373,0.579,"Hiphop",0,7,0.643,-8.982,0,"Robbery",0.623,175.842,4,0.64
0.0831,0.906,221373,0.775,"Hiphop",2.74e-05,2,0.15,-5.775,1,"Chin Check",0.268,200.108,4,0.838
0.715,0.419,150520,0.871,"Hiphop",0,11,0.211,-6.432,0,"Raid",0.468,201.451,4,0.577
0.0867,0.84,266973,0.911,"Hiphop",0,7,0.117,-3.241,1,"The L.A. Song",0.221,182.024,4,0.734
0.0782,0.565,223347,0.55,"Hiphop",0,8,0.196,-5.357,0,"I Fall Apart",0.0397,143.927,4,0.302
0.0259,0.383,372707,0.69,"Hiphop",0,10,0.422,-5.299,0,"Ali Bomaye",0.452,141.858,4,0.242
0.0861,0.356,242253,0.567,"Hiphop",0,0,0.137,-7.011,0,"The Hills",0.0798,135.553,5,0.109
0.194,0.723,228610,0.593,"Hiphop",5.35e-05,10,0.217,-5.816,1,"Sunflower Seeds",0.0308,185.97,4,0.273
0.299,0.893,299147,0.74,"Hiphop",0,11,0.0881,-4.936,0,"Beautiful",0.132,202.05,4,0.963
0.188,0.836,145707,0.812,"Hiphop",1.82e-06,2,0.0982,-6.985,1,"Figaro",0.215,184.018,4,0.769
0.0164,0.52,86547,0.836,"Hiphop",0,5,0.19,-7.13,0,"San Andreas Theme Song",0.213,193.71,4,0.486
0.0114,0.552,236600,0.846,"Hiphop",0,9,0.309,-4.912,1,"Touch The Sky",0.342,197.12,1,0.554
0.55,0.675,188571,0.424,"Hiphop",0,7,0.124,-8.176,0,"Ready",0.205,196.314,4,0.316
0.036,0.681,298027,0.621,"Hiphop",0.00555,1,0.138,-10.024,1,"GLOWED UP",0.34,135.538,4,0.428
0.0761,0.795,210627,0.693,"Hiphop",0,6,0.356,-7.896,0,"Take A Lick",0.16,194.176,4,0.616
0.029,0.832,314720,0.757,"Hiphop",0,7,0.463,-4.908,1,"Picture Me Rollin'",0.135,191.81,4,0.449
0.00601,0.582,251800,0.844,"Hiphop",0.00169,1,0.104,-5.072,1,"Borders",0.0864,178.104,4,0.299
0.00826,0.715,252307,0.738,"Hiphop",0,7,0.26,-10.139,1,"I Wish - Radio Edit",0.157,195.754,4,0.573
0.00436,0.53,274053,0.745,"Hiphop",0,10,0.345,-6.19,0,"She Got It",0.106,134.068,4,0.269
0.265,0.886,196627,0.626,"Hiphop",0,11,0.024,-2.528,0,"If I Can't",0.277,187.978,4,0.856
0.0222,0.707,186627,0.617,"Hiphop",0,6,0.345,-8.446,0,"PERCS | PERCZ",0.21,160.003,4,0.534
0.0453,0.811,154082,0.445,"Hiphop",0,8,0.109,-10.105,1,"",0.274,103.992,4,0.25
0.0476,0.934,209413,0.562,"Hiphop",1.31e-06,4,0.0608,-4.609,0,"Party We Will Throw Now!",0.24,193.584,4,0.712
0.343,0.692,266080,0.713,"Hiphop",0,10,0.102,-4.489,0,"Doves In The Wind (feat. Kendrick Lamar)",0.351,137.36,4,0.615
0.173,0.823,189427,0.818,"Hiphop",0.0136,10,0.21,-4.396,0,"Write This Down (feat. Nieve)",0.18,185.946,4,0.844
0.61,0.762,216747,0.621,"Hiphop",0,0,0.464,-6.24,1,"Takin' Shots",0.0866,120.056,4,0.593
0.03,0.873,307773,0.719,"Hiphop",0,1,0.333,-5.948,1,"All Eyez On Me",0.248,186.562,4,0.858
0.836,0.618,202103,0.217,"Hiphop",0.000163,10,0.538,-15.372,1,"Will He",0.0515,116.014,4,0.0872
0.0385,0.533,207587,0.638,"Hiphop",0.000932,10,0.0758,-9.411,1,"Life is Beautiful",0.0636,135.056,4,0.324
0.119,0.618,120189,0.45,"Hiphop",9.05e-05,0,0.286,-7.116,0,"Cold Fever Dream",0.0365,172.042,4,0.136
0.656,0.885,183760,0.595,"Hiphop",4.42e-06,7,0.105,-5.487,1,"Herside Story",0.286,148.034,4,0.754
0.0681,0.765,246294,0.398,"Hiphop",8.48e-06,7,0.14,-8.993,0,"Hallucinations",0.037,191.952,4,0.348
0.135,0.753,257747,0.668,"Hiphop",0,1,0.141,-4.927,1,"The Manual",0.228,189.968,4,0.696
0.0438,0.839,271307,0.437,"Hiphop",2.75e-06,5,0.131,-11.344,0,"Numb",0.285,164.016,4,0.464
0.443,0.82,231240,0.809,"Hiphop",0.00175,4,0.0613,-6.759,0,"Break Ya Neck",0.251,166.022,4,0.737
0.00127,0.802,296907,0.787,"Hiphop",0.000181,11,0.0764,-6.009,0,"Only God Can Judge Me (ft. Rappin' 4-Tay)",0.205,180.376,4,0.806
0.102,0.421,112800,0.154,"Hiphop",0.00692,0,0.207,-12.405,1,"King",0.0319,199.772,4,0.0949
0.386,0.401,197920,0.49,"Hiphop",0.0405,7,0.11,-8.591,0,"The One",0.073,114.83,4,0.0967
0.303,0.502,228867,0.801,"Hiphop",7.27e-06,1,0.199,-9.49,1,"Mantra",0.409,196.494,4,0.334
0.0869,0.896,200760,0.59,"Hiphop",0,5,0.677,-3.644,0,"Best of Things",0.208,187.894,4,0.894
0.058,0.426,263160,0.84,"Hiphop",0,4,0.535,-5.842,1,"Keep Ya Head Up - (Explicit)",0.312,172.196,4,0.694
0.000856,0.681,173294,0.659,"Hiphop",8.17e-06,9,0.11,-6.405,1,"Gospel",0.268,156.004,4,0.225
0.00723,0.434,403667,0.893,"Hiphop",0.0317,10,0.11,-8.442,0,"20 Seconds to Comply",0.187,123.67,4,0.499
0.0534,0.701,324507,0.431,"Hiphop",0,9,0.556,-6.867,1,"Wrong Or Right (I'm Tired) (feat. Bzr Royale)",0.399,196.402,4,0.495
0.148,0.68,165432,0.946,"Hiphop",0,6,0.25,-1.916,1,"Compton Zoo",0.339,186.166,4,0.622
0.345,0.598,242608,0.756,"Hiphop",0,8,0.2,-6.607,0,"Non-Fiction",0.364,180.306,4,0.61
0.0704,0.769,308590,0.347,"Hiphop",7.95e-06,8,0.084,-14.126,0,"All Day Chill",0.216,187.978,4,0.523
0.303,0.867,304600,0.646,"Hiphop",0,1,0.279,-4.674,0,"No Diggity",0.288,177.268,4,0.67
0.148,0.955,215213,0.792,"Hiphop",0,1,0.0753,-4.3,1,"We Be Burnin'",0.144,117.026,4,0.885
0.683,0.646,176732,0.681,"Hiphop",4.84e-06,7,0.107,-5.847,1,"Peach",0.0764,131.896,4,0.421
0.0905,0.67,188133,0.563,"Hiphop",0.000417,10,0.205,-8.508,0,"Just A Thought",0.0355,138.036,4,0.259
0.902,0.683,82470,0.0759,"Hiphop",0,11,0.089,-10.567,0,"numb the pain",0.032,186.372,4,0.74
0.0355,0.8,236067,0.361,"Hiphop",3.75e-06,6,0.0668,-10.849,0,"Tell Me",0.0635,186.118,4,0.887
0.0178,0.83,179653,0.577,"Hiphop",8.15e-05,4,0.0436,-5.156,0,"The Light",0.256,185.946,4,0.63
0.0322,0.489,237707,0.692,"Hiphop",0.00608,1,0.315,-6.672,1,"Just A Lil Bit",0.41,193.892,4,0.527
0.42,0.691,216000,0.462,"Hiphop",0.000221,4,0.163,-13.837,0,"Pound Cake",0.33,187.88,4,0.533
0.195,0.59,204866,0.916,"Hiphop",0,10,0.153,-4.541,0,"FromdaTomb$",0.323,184.914,4,0.548
0.0455,0.862,235533,0.648,"Hiphop",0,4,0.0332,-7.401,0,"How We Do",0.251,196.024,4,0.637
0.0116,0.767,257907,0.864,"Hiphop",0,10,0.0957,-1.847,0,"You Don't Know",0.133,170.95,4,0.747
0.0105,0.423,197133,0.965,"Hiphop",1.01e-05,2,0.234,-2.011,1,"Fazers",0.166,181.128,4,0.719
0.0188,0.744,277800,0.616,"Hiphop",0,10,0.143,-5.505,0,"The American Dream",0.154,187.612,4,0.455
0.00339,0.511,210419,0.77,"Hiphop",0,9,0.135,-6.335,1,"Suck It Revolution",0.0506,148.037,4,0.385
0.159,0.666,218152,0.721,"Hiphop",0.0886,8,0.0888,-7.957,1,"D'vocean",0.0333,110.027,4,0.179
0.253,0.765,240800,0.81,"Hiphop",0,11,0.0858,-1.384,0,"Poppin' Them Thangs",0.193,176.052,4,0.913
0.204,0.457,257091,0.855,"Hiphop",0,1,0.28,-4.877,1,"Best I Ever Had",0.382,162.164,4,0.59
